uid,name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,source_review
ca82e2734464417eb7c5c04099288d02,Ethiopia Yirgacheffe Washed G1,A.R.C.,Medium-Light,Hong Kong,Yirgacheffe,Southern Ethiopia,6.87,"92,0",November 2017,"Delicate, gently tart, spice-toned. Pomegranate, cocoa powder, lemon blossom, white peppercorn, hazelnut in aroma and cup. Lively, quietly complex structure; crisp, buoyant mouthfeel. The finish leads with gently drying notes of hazelnut and white peppercorn in the short and segues to cocoa-toned citrus blossoms in the long. ",cite
9e6d54676b674fad85f1f01feb4b0c8a,Ethiopia Yirgacheffe Natural G1,A.R.C.,Medium-Light,Hong Kong,Yirgacheffe,Southern Ethiopia,6.87,"91,0",November 2017,"Rich, sweet-toned, balanced. Nougat, pink peppercorn, lemongrass, roasted cacao nib, tea rose in aroma and cup. Floral-toned, bittersweet structure; delicate, satiny mouthfeel. Notes of aromatic wood and spice-toned florals carry the gently drying finish.",cite
35a2950352c646e49a062dad207ce42e,“Fruity” Espresso Blend,A.R.C.,Medium-Light,Hong Kong,Ethiopia,Kenya,11.45,"95,0",November 2017,"Evaluated as espresso. Subtle and enveloping, richly sweet-toned. Jasmine, roasted cacao nib, passionfruit, sandalwood, nougat in aroma and small cup.  Delicate, silky mouthfeel; cocoa- and sandalwood-toned finish with notes of passionfruit carrying into the long. In three parts milk, passionfruit and jasmine harmonize with cocoa and a pleasing aromatic wood.",cite
cdde56ee72864cc693c5f2d43bc05477,Decaf Colombia Select,Bootstrap Coffee Roasters,Medium-Light,United States,Colombia,Ethiopia,4.41,"87,0",November 2017,"Sweet, delicate, floral and wood-toned. Fresh-cut fir, demerara sugar, orange zest, faint rose-like flowers in aroma and cup. Gently bittersweet structure; very lightly syrupy mouthfeel. Flavor consolidates but persists in a round, sweet-toned finish.",cite
8f319b4c6bb1436a8c57c00302050066,Ethiopia Awassa,Paradise Roasters,Medium-Light,United States,Yirgacheffe,Ethiopia,5.28,"93,0",November 2017,"Crisply sweet, multi-faceted. Candied violet, dark chocolate, pungent juniper wood, grapefruit zest, mango in aroma and cup. Sweetly tart structure with juicy acidity; satiny mouthfeel. The resonant finish centers around mango and violet in the short and dark chocolate in the long, with a hint of aromatic wood.",cite
999ac58bcaed4ae183d2b2c008306b16,100% Kona SL-28,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Holualoa,North Kona,33.05,"97,0",November 2017,"Spectacularly sweet and hugely aromatic. Meyer lemon marmalade, cedar, pistachio, guava, jasmine in aroma and cup. Crisply sweet/tart and massively juicy in structure; plush, buoyant mouthfeel. The juicy structure and complex aromatics persist in a long, lingering finish.   ",cite
e9d7d161259e4e4f80abb88352ef0513,Kenya Kirinyaga Mukangu AB,Kakalove Cafe,Medium-Light,Taiwan,Kirinyaga County,South-Central Kenya,4.6,"95,0",November 2017,"Crisply sweet-savory. Lavender, roasted cacao nib, strawberry guava, hazelnut, toasted barley in aroma and cup. Sweetly floral structure with savory undertones; crisp, velvety mouthfeel. The cocoa-toned finish leads with spicy florals and tropical fruit in the short, grounded by pleasing notes of toasted barley in the long.",cite
4c34b907788841d0842536e81bd37c5e,Kenya Nyeri Othaya Gatugi Red Cherry Project AA,Jackrabbit Java,Medium-Dark,United States,Nyeri County,South-Central Kenya,5.29,"92,0",November 2017,"Sweetly pungent, gently roasty. Scorched cedar, dark chocolate, plum, lavender, lime zest in aroma and cup. Complex in structure: sweetly tart with a roasty, savory depth. Light, satiny mouthfeel. Lemon zest, dark chocolate, plum carry into a rich though drying finish.",cite
2f2a2c73534a44e2942e4fe3987ff04b,Ethiopia Washed Yirgacheffe Adado,Kakalove Cafe,Medium-Light,Taiwan,Yirgacheffe,Southern Ethiopia,3.89,"95,0",November 2017,"Elegant, deep, sweetly savory. Jasmine, sandalwood, plum, nutella-like nut and cocoa, tangerine zest in aroma and cup. High-toned, balanced structure with citrusy acidity; syrupy-smooth mouthfeel. The finish is long, resonant and flavor-saturated, carrying through on the promise of the cup.",cite
84268db5da4346a58d4f6f44361948ef,Outbound Espresso,Propeller Coffee,Medium-Light,Canada,Mexico,Ethiopia,3.98,"93,0",November 2017,"Evaluated as espresso. Balanced, deeply and sweetly pungent. Honeysuckle, cashew, baker’s chocolate, cedar, caramel in aroma and small cup. Satiny mouthfeel; crisp, resonant finish that leads with baker’s chocolate in the short, rounding to nut-toned florals in the long. In three-parts milk, full and expressive of cashew butter, baker’s chocolate and honeysuckle. ",cite
aec900e6b1934a76ae085be95da19e43,Ace Espresso,Propeller Coffee,Medium-Light,Canada,Mexico,Ethiopia,3.98,"94,0",November 2017,"Evaluated as espresso. Floral-toned, lively. Black currant, narcissus, sandalwood, roasted cacao nib, molasses in aroma and small cup. Syrupy, buoyant mouthfeel; gently drying, flavor-saturated finish centered around notes of black currant and narcissus. In three parts milk, centered on narcissus-like florals with cocoa tones and black currant just underneath, with hints of sandalwood resurfacing as well.",cite
0e82990cfa7546df8bac1e89d554a078,Kenya Mutungati,Propeller Coffee,Medium-Light,Canada,Nakuru Province,South-Central Kenya,4.65,"94,0",November 2017,"Bright, richly sweet, complex. Red currant, lilac, dark chocolate, lime zest, redwood in aroma and cup. Sweetly savory in structure, with juicy acidity; plush, syrupy mouthfeel. The balanced finish is resonant with notes of red currant and dark chocolate, with hints of lime zest. ",cite
11f22807f612445d979dc41ae1f39d98,Guatemala El Retiro del Quisaya,Chocolate Fish Coffee Roasters,Light,United States,San Martin Jilotepeque,Chimaltenango Department,5.58,"93,0",November 2017,"Delicately sweet and balanced with a subtle hint of fermented fruit. Peach, sweet chocolate, sandalwood, honeysuckle, almond in aroma and cup. Gently and sweetly bright in structure; light yet satiny in mouthfeel. Quiet but resonantly long finish: peach, chocolate, almond.",cite
345882d0228548b7b658bf9405110cfe,Kenya Peaberry Kericho County,Caffe Luxxe,Medium-Light,United States,Kericho County,Kenya,5.88,"92,0",November 2017,"Sweetly pungent, lightly savory. Unusual aromatics: floral-toned honey, plum, musk, a hint of coriander in aroma and cup. Crisply sweet, savory-edged structure; lightly syrupy mouthfeel. Dry and gently flavor-saturated in the finish.",cite
e5cd810fb34646ad8747843ee9e7ef02,Static El Salvador Finca Maria Luisa,Espresso Republic,Medium-Light,United States,Santa Rosa,La Unión Department,3.5,"89,0",November 2017,"Brisk and subtly layered. Almond butter, dried apricot, fresh-cut fir, hints of dark chocolate and clover in aroma and cup. Sweetly brisk and dry in structure; lightly syrupy mouthfeel. The drying structure sweetens and smoothes a bit in the finish, and chocolate and clover-like flowers move forward.",cite
e5862256a2a74885a268019a196c3b58,Kamwangi Kenya,Lexington Coffee Roasters,Medium-Light,United States,Gichugu Division,Kirinyaga County,,"93,0",November 2017,"Deeply and pungently sweet-tart. Lavender, grapefruit zest, sandalwood, blackberry, a hint of baker’s chocolate in aroma and cup. Simultaneously brightly tart and deeply savory in structure. Lightly syrupy, plush mouthfeel. Grapefruit zest and blackberry carry into a crisply resonant finish.",cite
c918cb54799b4bb5842e7e67d3a0a137,Ethiopia Gelana Abaya,Big Creek Coffee Roasters,Medium-Light,United States,Yirgacheffe,Southern Ethiopia,4.41,"92,0",November 2017,"Sweet, spice-toned, pungent. Hazelnut, cocoa, ripe cantaloupe, tangerine zest, a hint of cinnamon in aroma and cup. Complexly structured: very sweet, gently tart, slightly bitterish. Syrupy and full in mouthfeel. Cocoa and tangerine carry into a deep, long finish.",cite
29f23f5ee45c463c9d216ea765d5cc11,Ethiopia Bishan Fugu,Noble Coffee Roasting,Light,United States,Hambela Wamena District,Guji Zone,5.58,"93,0",November 2017,"Delicate, sweetly tart. Strawberry, caramel, musk, cocoa butter, magnolia in aroma and cup. Quietly tart-leaning structure with sweet undertones; plush, syrupy body. The perfumy, almost musk-like finish is characterized by tart fruit notes in the short and cocoa butter in the long.",cite
5d290757ead04c018d15125c67f6e95a,Sustainable Harvest Homacho Waeno Natural,Red E Café,Light,United States,Aleta Wondo,Sidama Region,4.7,"93,0",November 2017,"Deeply and richly sweet-savory. Orange marmalade, pipe tobacco, dried fig, dark chocolate, freesia-like flowers in aroma and cup. Bright, sweetly-tart in structure with zesty acidity; delicately satiny mouthfeel. Notes of richly savory pipe tobacco lead in the finish, paired with dried fig in the short and orange marmalade in the long.",cite
a733b0b67f224c09a2d66cea84e8b36d,Ethiopia Amaro Gayo Natural,Ben's Beans,Medium-Light,United States,Yirgacheffe,Southern Ethiopia,4.98,"92,0",November 2017,"Deeply sweet, fruit- and cocoa-toned. Baker’s chocolate, dried coconut, tea rose, almond, cedar in aroma and cup. Fruit-toned structure with round, gentle acidity; crisp though syrupy mouthfeel. The spice-toned finish suggests homemade fruitcake, with notes of dried fruit, nuts and warming spices. ",cite
e98d219ef42b4ea2ab1eb29f118e74ab,Static Colombia Decaf Midnight,Espresso Republic,Medium,United States,Huila Department,Colombia,4.98,"89,0",December 2017,"Deeply sweet, chocolate-toned. Dark chocolate, Brazil nut, gardenia, baked apple, cedar in aroma and cup. Roundly sweet in structure; lean, lightly syrupy body. The gently drying finish is characterized by notes of dark chocolate throughout, supported by gardenia and apple tones in the short and cedar in the long. ",cite
6be4a53db3de4fe0b9cf3eec8dc3fb81,Diima #9 Ethiopia Natural,Roast House,Medium-Light,United States,Yirgacheffe,Southern Ethiopia,7.35,"93,0",December 2017,"Richly sweet, fruit-toned. Dried strawberry, dark chocolate, freesia-like flowers, tangerine zest, a hint of aged rum in aroma and cup. Sweetly round in structure; syrupy mouthfeel. The finish is crisply and richly drying with lingering hints of aged rum enveloped by dark chocolate. ",cite
9832563bbcae47a1b5ade189b78035c3,Sweet Holiday Blend,Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,Kenya,4.41,"93,0",December 2017,"Richly sweet, spice-toned. Baker’s chocolate, tangerine zest, clove, date, sandalwood in aroma and cup. High-toned, sweetly tart in structure; plush and syrupy in mouthfeel. The finish centers around cocoa-toned clove notes and deeply sweet fruit in the short, aromatic sandalwood in the long.",cite
cf81f50e8ba94ec38a145e018fbac338,DR Congo Virunga Organic,Speckled Ax,Medium-Light,United States,Kirumba,North Kivu Province,5.0,"93,0",December 2017,"Deeply sweet-savory, uniquely pungent. Ripe tomato, pink peppercorn, lantana-like flowers, blood orange zest, fresh pipe tobacco in aroma and cup. Savory-leaning, richly sweet in structure; plush and syrupy in mouthfeel. The finish is equal parts sweet and savory. Notes of citrus zest and lantana linger in the short and rich pipe tobacco in the long, while ripe tomato resonates throughout.",cite
7932a94736c142b8866e446e76d3e0a3,Holiday Blend,Fumi Coffee,Light,Taiwan,Ethiopia,Costa Rica,9.7,"93,0",December 2017,"Crisply sweet-tart, high-toned. Lemon verbena, cedar, pomegranate, lavender, maple syrup in aroma and cup. Sweetly tart in structure with bright, juicy acidity. The finish is deep and rich, with sweet, lemony herb tones, tart fruit notes, and hints of aromatic wood.",cite
f9d53c9d5e4e48b9bab4f931e762f864,Kenya Thaitu,Good Folks Coffee,Medium-Light,United States,Nakuru County,South-Central Kenya,6.47,"95,0",December 2017,"Intensely sweet, intricately rich. Pink grapefruit zest, blackberry, fresh pipe tobacco, lavender, baker’s chocolate in aroma and cup. Balanced, sweet-savory structure; crisp, satiny, buoyant mouthfeel. The resonant finish leads with notes of berry and citrus zest in the short, rounding to chocolate in the long, with spicy florals throughout.",cite
d4b6b3fd6978409ab2cb232ff10fce2b,Yule Blend 2018,Flight Coffee Co.,Medium-Light,United States,Kirinyaga County,South-Central Kenya,4.41,"94,0",December 2017,"Crisp, sweet-savory. Mulberry, pink peppercorn, maple syrup, gardenia, cedar in aroma and cup. Crisply sweet-savory in structure; viscous, velvety mouthfeel. The rich though drying finish centers around spicy florals and berry tones in the short and notes of aromatic wood and maple syrup in the long.",cite
1da016ee73414906b615ea5fe8860571,Los Congos Pacamara Honey,Dragonfly Coffee Roasters,Light,United States,Nueva Segovia,Nicaragua,5.88,"93,0",December 2017,"Sweetly pungent, richly savory-toned. Blackberry jam, roasted cacao nib, rhododendron, sundried tomato, nougat in aroma and cup. Sweet-savory structure with crisp, floral acidity; viscous, lightly syrupy mouthfeel. The finish is sweet-toned and balanced, with lingering notes of berry and cocoa.",cite
c87ee8cc60be4fa0ae7ccf6ab05dd1fc,Coffea Diversa Costa Rica Sudan Rume,OQ Coffee Co.,Medium-Light,United States,Biolley,Southern Costa Rica,12.35,"93,0",December 2017,"Bright, crisp, deeply sweet. Honey, lilac, cedar, tea rose, mango in aroma and cup. Crisply sweet-tart structure; satiny-smooth body. Notes of mango and spice-toned florals carry the short finish, while honey lingers in the long.",cite
da0988593f314df1b44a76f0eb8d5a20,Ethiopia Banko Gotiti Natural G1,Green Stone Coffee,Light,Taiwan,Kochere,Yirgacheffe,8.44,"94,0",December 2017,"Crisp, sweetly tart. Dark chocolate, pie cherry, cedar, honey, magnolia in aroma and cup. Bittersweet in structure with crisp, citrus-like acidity; velvety mouthfeel. The finish consolidates to honey-toned stonefruit in the short and dark chocolate in the long.",cite
296fb96aaaf5470e888c6e9a5c0757cb,Panama Auromar Geisha Natural,Willoughby's Coffee & Tea,Medium-Light,United States,Piedra Candela,Chiriquí Province,16.17,"96,0",December 2017,"Complex, uniquely sweet, tropical. Plumeria, roasted cacao nib, mango, sandalwood, nougat in aroma and cup. Sweetly tart structure with bright, juicy acidity; syrupy mouthfeel. The finish carries through on the promise of the cup, with rich florals in the short and deep fruit notes in the long, where a new element, a soft fruit tone suggesting coconut, surfaces.",cite
5464259707b8451c9cd36536a7126e03,El Salvador Finca Kilimanjaro,Bird Rock Coffee Roasters,Medium-Light,United States,Santa Ana Department,El Salvador,7.35,"95,0",December 2017,"High-toned, richly sweet. Strawberry guava, roasted cacao nib, lime zest, jasmine, almond in aroma and cup. Sweetly-tart structure with juicy, balanced acidity; plush, syrupy mouthfeel. The finish is long and resonant, with lime zest and strawberry guava in the short, rounding to cocoa-toned jasmine in the deeply sweet long.",cite
158f1f4d553f4989a068737825adfa35,Panama Elida Green Tip Gesha Natural,Equator Coffees & Teas,Medium-Light,United States,Boquete,Panama,32.63,"94,0",December 2017,"Spice-toned, richly sweet. Raspberry, dark chocolate, hazelnut, gardenia, bergamot in aroma and cup. Sweet, fruit-forward structure; full, satiny mouthfeel. The resonant, flavor-saturated finish is characterized by notes of rich chocolate with berry and bittersweet citrus complications.",cite
08ff59ebacde4a10980ae55ca3e3af1f,Gikanda Kenya,JBC Coffee Roasters,Medium-Light,United States,South-Central Kenya,Boquete,5.66,"96,0",November 2017,"Sweetly bright, spicy and savory-edged. Orange zest, black currant, baker’s chocolate, tamarind, floral-toned vanilla, redwood in aroma and cup. Deeply bright and richly savory in structure; syrupy, lively mouthfeel. Very deep, very lasting finish, saturated with flavor: chocolate, black currant, vanilla. ",cite
e85b01018c214bb1aeb20ab012f5ee41,Panama Don Julian Pacamara,Willoughby's Coffee & Tea,Medium-Light,United States,Horcheta,Chiriquí Province,11.02,"95,0",November 2017,"Richly sweet/tart, crisply complex. Dark chocolate, roasted cashew, pink grapefruit, sandalwood, Chinese five-spice in aroma and cup. Structure is drying but sweetly juicy; buoyant and plump in mouthfeel. Nut-toned chocolate with a hint of sandalwood and spice saturate a sweet, richly dry finish. ",cite
f743dd21f65d4d52bff6f676dd48bb41,100% Kona Bourbon Pointu Laurina,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Holualoa,North Kona,19.82,"95,0",November 2017,"Sweet, deep, intense but balanced. Peach, maple syrup, sandalwood, grapefruit zest, almond, magnolia in aroma and cup. Round, resonantly and sweetly bright in structure. Silky and buoyant in mouthfeel. Deep, long, flavor-saturated finish.",cite
9e41643ae96c496c98e13804310bc01c,Kenya AB Muchoki,Klatch Coffee,Medium-Light,United States,Nyeri County,South-Central Kenya,5.86,"95,0",November 2017,"Crisply and sweetly tart, delicate yet confident. Peach, vanilla bean, grapefruit zest, almond, pink peppercorn in aroma and cup. Poised in structure: sweet, tart, savory. Mouthfeel is cushiony, plush. Flavor saturates a savory-edged, drying finish.",cite
3dbc56e1d52e494cb62afdddda4ff729,Colombia Nariño Duende,Paradise Roasters,Medium-Light,United States,Nariño Department,Southern Colombia,4.98,"93,0",November 2017,"Spice-toned, chocolaty. Chocolate-toned malt, date, hazelnut, fresh pipe tobacco, stick cinnamon in aroma and cup. Richly bittersweet in structure; velvety-smooth mouthfeel. The finish is richly chocolate-toned with a hint of cinnamon.",cite
867afcc734df45f3b7550ee9a860dc40,Geisha Panama Santamaria Natural,Campos Coffee,Medium-Light,Australia,Paso Ancho,Volcán,16.56,"95,0",November 2017,"Crisply sweet, intricate, delicately rich. Jasmine, tangerine zest, sandalwood, sweet ripe banana, roasted cacao nib in aroma and cup. Balanced, roundly and gracefully sweet/tart in structure. Light-footed and plush in mouthfeel. Flavor consolidates around jasmine, sandalwood and banana in a sweet, lasting finish.",cite
c9f7fa83b212460aadf3b1da6084c369,Ethiopia Holy Grail Natural Yirgacheffe,Simon Hsieh’s Aroma Roast Coffees,Medium,Taiwan,Yirgacheffe,Southern Ethiopia,17.7,"93,0",January 2018,"Evaluated as espresso. Crisply sweet-tart. Frangipane, dark chocolate, cedar, tamarind, jasmine in aroma and small cup. Crisp, velvety mouthfeel; nut-toned, richly tannic finish. In cappuccino-scaled milk, invitingly bittersweet, with notes of dark chocolate and jasmine in harmony.",cite
713b83b547ec42a0b4ed324dcc3dc691,Kenya Karinga,Amavida Coffee Roasters,Medium-Light,United States,Gatundu,Thika Province,8.8,"92,0",December 2017,"Sweetly tart, intense but balanced. Orange zest, red currant, tea rose, white sage, roasted cashew in aroma and cup. Brisk and savory-edged but sweet in structure; impressively buoyant, almost effervescent mouthfeel. Flavor fades to hints of sage and cashew in a sweet though drying finish.  ",cite
e0ee07065e5941e98d784f5ceb0654af,Thailand Doi Pangkhon Espresso,Paradise Roasters,Medium,United States,Doi Pangkhon Growing Region,Northern Thailand,4.98,"91,0",December 2017,"Evaluated as espresso. Sweetly bright, tartly juicy. Grapefruit zest, mango, chocolate, fresh-cut fir in aroma and small cup. Very lightly syrupy and lively in mouthfeel. Rounds in the finish and the chocolate comes forward. In three parts milk a dry, orangy chocolate dominates, crisply and pleasingly.  ",cite
ba365ae8b72f464392eba0b8e5d1586b,Ulos Batak Sumatra,JBC Coffee Roasters,Medium-Light,United States,North Sumatra Province,Indonesia,5.57,"96,0",December 2017,"Intensely rich, deeply sweet, complex. Chocolate fudge, lavender, grapefruit zest, moist perique-style tobacco, coconut-covered date in aroma and cup. Balanced, sweetly savory in structure with lively acidity; buoyant, syrupy mouthfeel. The flavor-laden finish offers chocolate-toned spicy florals in the short resolving to rich date notes with undertones of perique tobacco in the long.",cite
16ec452f39f24738afdfe8c7205ed1d4,Gaitania Colombia,JBC Coffee Roasters,Light,United States,Tolima Department,Colombia,4.63,"91,0",December 2017,"Crisply sweet, high-toned. Maple syrup, narcissus, ripe orange, hazelnut, a hint of cardamom in aroma and cup. Gently sweet-tart structure; velvety mouthfeel. The short finish leads with attractive bittersweet orange tones; narcissus and cardamom carry the long.",cite
d017dd136554495290b7004a72300a7f,Blue Label La Esmeralda Porton Pascua Gesha,PT's Coffee Roasting,Medium-Light,United States,Boquete,Panama,26.46,"95,0",December 2017,"Richly sweet, crisply complex, spice-toned. Lilac, bergamot, white peach, caramelized walnut, sandalwood in aroma and cup. Delicate, sweetly tart, juicy in structure; crisp, satiny mouthfeel. The quietly resonant finish is flavor-saturated: stonefruit and bergamot carry the short and sandalwood-nuanced lilac notes resurface in the long.",cite
f4138edaee594095ad6ca4057ef3f413,Auromar Gesha Natural,PT's Coffee Roasting,Light,United States,Piedra Candela,Chiriquí Province,17.64,"93,0",December 2017,"Delicate, crisply sweet. Dried coconut, baker’s chocolate, candied violet, cedar, nutmeg in aroma and cup. Balanced, sweet-tart structure; silky mouthfeel. The gently drying finish is carried by notes of chocolate-toned coconut in the short and cedar in the long, with a whisper of sweet candied violet.",cite
369eb0ea9afc4c4189367044a195d5f5,Haraz Special Red Yemen,PT's Coffee Roasting,Light,United States,Haraz Growing Region,North-Central Yemen,12.13,"92,0",December 2017,"Engaging, richly sweet-savory. Caramelized fig, earthy pipe tobacco, aged rum, hibiscus, cinnamon in aroma and cup. Sweetly tart structure; velvety-smooth mouthfeel. The long finish consolidates to cinnamon and caramelized fig, with a hint of aged rum.",cite
b62fa9c12ccb4171a8d06198381b3fb9,“Naturals”,Hala Tree Kona Coffee,Medium-Light,Hawai'i,Captain Cook,North Kona,13.23,"92,0",December 2017,"Sweet-toned, fruit-forward. Raspberry, cedar, baker’s chocolate, gardenia, molasses in aroma and cup. Bittersweet structure; velvety mouthfeel. The crisp, gently drying finish leads with notes of chocolate-toned berries in the short, and spicy-sweet florals and aromatic wood notes in the long.",cite
d9565ba0be5542078af1ec51a298e4c4,Finca Merced Guatemala,Chocolate Fish Coffee Roasters,Light,United States,Chimaltenango Department,Guatemala,5.0,"93,0",December 2017,"Richly sweet, high-toned. Maple syrup, orange zest, roasted cacao nib, peach, cedar in aroma and cup. Sweet-tart structure; satiny mouthfeel. The resonant finish has a throughline of roasted cacao nib, accompanied by notes of peach and maple syrup in the short and orange zest and cedar in the long. ",cite
9c121ef5cf924e52955ce3a71892b93d,El Peñon Nicaragua,Barrington Coffee Roasting,Light,United States,Jinotega Department,Nicaragua,5.28,"94,0",December 2017,"Vibrant, richly sweet, clear-toned. Roasted cacao nib, ginger blossom, dried fig, sandalwood, sugar cane in aroma and cup. Lushly sweet-tart in structure with juicy acidity; crisp, velvety mouthfeel. The deep, resonant finish is flavor-laden, fulfilling the promise of the cup with spicy floral notes in the short and cocoa-toned fruit in the long.",cite
5bd2888aa3884716afdfedfafa0d5611,Kenya Chorongi Peaberry,Speckled Ax,Medium-Light,United States,Mukaro,Nyeri County,5.88,"95,0",December 2017,"Intense, dynamic, richly sweet-savory. Passionfruit jam, baker’s chocolate, aromatic orchid, sandalwood, almond in aroma and cup. Bright, sweetly tart in structure; full, velvety mouthfeel. The resonant finish is crisply sweet, with layers of complex fruit and floral notes in the short, consolidating to baker’s chocolate and almond in the long. ",cite
